index,feature,ground_truth,predicted
9051,workclass,-1,-1
9055,workclass,1,-1
9064,workclass,1,-1
9077,workclass,1,-1
9114,workclass,1,-1
9131,workclass,1,-1
9143,workclass,-1,-1
9172,workclass,1,-1
9180,workclass,1,-1
9188,workclass,1,-1
9196,workclass,1,-1
9226,workclass,-1,-1
9230,workclass,1,-1
9232,workclass,1,-1
9239,workclass,1,-1
9246,workclass,1,-1
9247,workclass,-1,-1
9310,workclass,1,-1
9355,workclass,1,-1
9370,workclass,1,-1
9405,workclass,-1,-1
9406,workclass,-1,-1
9413,workclass,1,-1
9418,workclass,-1,-1
9420,workclass,1,-1
9433,workclass,-1,-1
9437,workclass,1,-1
9438,workclass,1,-1
9444,workclass,1,-1
9469,workclass,-1,-1
9472,workclass,1,-1
9484,workclass,-1,-1
9489,workclass,1,1
9490,workclass,-1,-1
9503,workclass,-1,1
9512,workclass,1,-1
9519,workclass,1,-1
9520,workclass,-1,1
9540,workclass,1,-1
9557,workclass,1,-1
9597,workclass,1,-1
9598,workclass,1,-1
9616,workclass,1,-1
9625,workclass,-1,-1
9633,workclass,1,1
9634,workclass,-1,-1
9635,workclass,1,-1
9638,workclass,1,-1
9644,workclass,1,-1
9655,workclass,1,-1
9676,workclass,-1,-1
9725,workclass,1,-1
9728,workclass,1,-1
9739,workclass,-1,-1
9753,workclass,1,-1
9765,workclass,1,-1
9784,workclass,-1,-1
9791,workclass,1,-1
9810,workclass,-1,-1
9816,workclass,1,-1
9819,workclass,1,-1
9879,workclass,-1,-1
9880,workclass,-1,-1
9895,workclass,-1,-1
9907,workclass,1,-1
9913,workclass,-1,-1
9915,workclass,1,-1
9922,workclass,-1,-1
9923,workclass,1,-1
9932,workclass,1,-1
9937,workclass,-1,1
9950,workclass,1,-1
9979,workclass,1,-1
9984,workclass,-1,-1
9985,workclass,1,-1
9986,workclass,-1,-1
10009,workclass,1,1
10021,workclass,-1,-1
10029,workclass,1,-1
10032,workclass,1,-1
10051,workclass,-1,-1
10059,workclass,-1,-1
10088,workclass,1,-1
10109,workclass,-1,-1
10116,workclass,-1,-1
10129,workclass,-1,-1
10133,workclass,1,-1
10135,workclass,-1,-1
10141,workclass,-1,-1
10143,workclass,-1,1
10152,workclass,-1,-1
10157,workclass,1,-1
10178,workclass,1,-1
10243,workclass,1,-1
10272,workclass,-1,-1
10293,workclass,-1,-1
10294,workclass,-1,1
10295,workclass,-1,-1
10304,workclass,1,-1
10307,workclass,1,-1
10338,workclass,1,-1
10340,workclass,-1,-1
10345,workclass,-1,-1
10349,workclass,1,-1
10354,workclass,-1,-1
10362,workclass,-1,-1
10363,workclass,-1,-1
10364,workclass,-1,-1
10378,workclass,1,-1
10386,workclass,1,-1
10387,workclass,-1,-1
10389,workclass,-1,1
10396,workclass,-1,-1
10425,workclass,1,1
10426,workclass,-1,1
10432,workclass,1,-1
10444,workclass,1,-1
10456,workclass,1,-1
10468,workclass,1,-1
10540,workclass,1,-1
10557,workclass,1,-1
10558,workclass,1,-1
10573,workclass,1,-1
10601,workclass,1,-1
10612,workclass,1,-1
10620,workclass,-1,-1
10622,workclass,1,-1
10623,workclass,-1,-1
10644,workclass,1,1
10662,workclass,-1,-1
10664,workclass,-1,-1
10691,workclass,-1,-1
10699,workclass,1,-1
10711,workclass,-1,-1
10718,workclass,1,-1
10754,workclass,1,-1
10757,workclass,1,-1
10761,workclass,1,1
10762,workclass,-1,-1
10791,workclass,1,-1
10844,workclass,1,-1
10848,workclass,1,-1
10869,workclass,-1,-1
10888,workclass,-1,-1
10893,workclass,1,-1
10903,workclass,-1,-1
10921,workclass,1,-1
10967,workclass,1,-1
10973,workclass,1,-1
10999,workclass,1,-1
11004,workclass,-1,-1
11005,workclass,-1,1
11006,workclass,-1,-1
11011,workclass,1,-1
11047,workclass,1,-1
11048,workclass,1,-1
11059,workclass,-1,-1
11063,workclass,1,-1
11089,workclass,1,-1
11096,workclass,1,-1
11098,workclass,1,-1
11105,workclass,1,-1
11126,workclass,1,-1
11130,workclass,1,-1
11141,workclass,1,-1
11158,workclass,1,-1
11168,workclass,1,-1
11185,workclass,-1,-1
11200,workclass,-1,-1
11216,workclass,1,-1
11238,workclass,1,-1
11241,workclass,1,-1
11260,workclass,1,-1
11271,workclass,-1,-1
11272,workclass,-1,1
11273,workclass,-1,-1
11277,workclass,-1,-1
11279,workclass,-1,-1
11281,workclass,-1,-1
11297,workclass,1,-1
11299,workclass,1,-1
11324,workclass,1,-1
11329,workclass,1,-1
11336,workclass,1,-1
11344,workclass,1,-1
11349,workclass,1,-1
11356,workclass,-1,-1
11381,workclass,1,-1
11384,workclass,1,-1
11392,workclass,1,-1
11395,workclass,1,-1
11410,workclass,1,-1
11422,workclass,-1,-1
11453,workclass,1,-1
11462,workclass,1,-1
11476,workclass,-1,-1
11484,workclass,-1,-1
11494,workclass,-1,-1
11507,workclass,1,-1
11509,workclass,-1,-1
11521,workclass,-1,1
11522,workclass,1,-1
11563,workclass,-1,-1
11590,workclass,-1,-1
11603,workclass,1,-1
11638,workclass,1,-1
11641,workclass,-1,-1
11656,workclass,1,-1
11683,workclass,-1,-1
11692,workclass,-1,-1
11693,workclass,1,-1
11695,workclass,-1,-1
11749,workclass,1,-1
11774,workclass,-1,1
11779,workclass,1,-1
11806,workclass,-1,-1
11812,workclass,1,-1
11818,workclass,1,-1
11831,workclass,-1,-1
11854,workclass,1,-1
11885,workclass,1,-1
11929,workclass,-1,-1
11995,workclass,1,-1
12010,workclass,1,-1
12020,workclass,-1,-1
12042,workclass,-1,-1
12064,workclass,-1,-1
12089,workclass,-1,-1
12113,workclass,1,-1
12120,workclass,1,-1
12131,workclass,1,-1
12137,workclass,-1,-1
12159,workclass,-1,-1
12160,workclass,-1,1
12161,workclass,-1,1
12179,workclass,-1,-1
12183,workclass,1,-1
12199,workclass,-1,-1
12219,workclass,1,-1
12221,workclass,-1,-1
12250,workclass,-1,-1
12253,workclass,-1,-1
12288,workclass,1,-1
12292,workclass,1,1
12296,workclass,1,-1
12301,workclass,1,-1
12314,workclass,-1,-1
12317,workclass,1,-1
12331,workclass,-1,-1
12338,workclass,1,-1
12356,workclass,1,-1
12358,workclass,-1,-1
12380,workclass,1,-1
12385,workclass,-1,-1
12392,workclass,-1,-1
12395,workclass,1,-1
12397,workclass,1,-1
12403,workclass,-1,-1
12414,workclass,-1,-1
12421,workclass,1,-1
12432,workclass,1,-1
12434,workclass,1,-1
12459,workclass,1,-1
12463,workclass,1,-1
12466,workclass,-1,-1
12475,workclass,1,-1
12490,workclass,1,-1
12491,workclass,1,-1
12495,workclass,1,-1
12504,workclass,1,-1
12512,workclass,1,-1
12515,workclass,-1,-1
12524,workclass,-1,-1
12528,workclass,-1,1
12541,workclass,1,-1
12542,workclass,-1,-1
12543,workclass,-1,-1
12544,workclass,-1,1
12545,workclass,1,-1
12553,workclass,1,-1
12555,workclass,1,1
12556,workclass,-1,-1
12559,workclass,1,-1
12562,workclass,-1,-1
12586,workclass,-1,-1
12589,workclass,1,-1
12591,workclass,-1,-1
12601,workclass,1,-1
12614,workclass,1,-1
12615,workclass,1,-1
12617,workclass,-1,-1
12635,workclass,1,-1
12658,workclass,1,-1
12673,workclass,1,-1
12703,workclass,-1,-1
12714,workclass,-1,-1
12716,workclass,-1,-1
12727,workclass,-1,-1
12751,workclass,1,-1
12754,workclass,1,1
12763,workclass,1,-1
12769,workclass,-1,-1
12787,workclass,-1,-1
12814,workclass,1,1
12815,workclass,-1,-1
12819,workclass,-1,1
12828,workclass,-1,-1
12829,workclass,1,-1
12830,workclass,-1,-1
12861,workclass,1,-1
12868,workclass,-1,-1
12906,workclass,-1,-1
12907,workclass,-1,-1
12944,workclass,1,-1
12962,workclass,1,-1
12976,workclass,1,-1
12994,workclass,1,-1
13009,workclass,1,-1
13012,workclass,1,-1
13018,workclass,1,-1
13034,workclass,1,-1
13039,workclass,-1,-1
13060,workclass,-1,-1
13092,workclass,1,-1
13118,workclass,1,-1
13134,workclass,-1,-1
13135,workclass,-1,1
13136,workclass,-1,-1
13137,workclass,1,-1
13160,workclass,-1,-1
13171,workclass,-1,-1
13173,workclass,1,-1
13177,workclass,-1,-1
13207,workclass,-1,-1
13217,workclass,1,-1
13218,workclass,1,-1
13227,workclass,1,-1
13256,workclass,1,-1
13270,workclass,1,-1
13275,workclass,1,-1
13290,workclass,-1,1
13298,workclass,1,-1
13307,workclass,1,-1
13352,workclass,-1,-1
13354,workclass,1,-1
13375,workclass,-1,-1
13379,workclass,-1,1
13380,workclass,-1,-1
13382,workclass,-1,-1
13395,workclass,1,1
13396,workclass,1,-1
13397,workclass,-1,-1
13403,workclass,1,-1
13409,workclass,1,-1
13419,workclass,-1,-1
13428,workclass,1,-1
13458,workclass,1,-1
13459,workclass,1,-1
13472,workclass,-1,-1
13481,workclass,-1,1
13484,workclass,1,-1
13499,workclass,1,-1
13500,workclass,1,-1
13501,workclass,-1,1
13504,workclass,-1,-1
13513,workclass,-1,-1
13543,workclass,-1,-1
13568,workclass,-1,-1
13585,workclass,-1,-1
13603,workclass,1,-1
13605,workclass,1,-1
13607,workclass,-1,1
13610,workclass,-1,1
13630,workclass,-1,-1
13651,workclass,-1,-1
13687,workclass,1,-1
13696,workclass,1,-1
13703,workclass,1,-1
13708,workclass,1,-1
13715,workclass,1,-1
13716,workclass,1,-1
13723,workclass,-1,-1
13738,workclass,-1,-1
13739,workclass,1,-1
13755,workclass,1,-1
13801,workclass,-1,-1
13806,workclass,1,-1
13807,workclass,1,-1
13835,workclass,1,-1
13852,workclass,1,-1
13855,workclass,-1,-1
13860,workclass,1,-1
13879,workclass,1,-1
13894,workclass,-1,-1
13911,workclass,1,1
13912,workclass,-1,-1
13927,workclass,1,-1
13957,workclass,1,-1
13979,workclass,1,-1
13983,workclass,-1,-1
13985,workclass,-1,-1
13995,workclass,-1,-1
13997,workclass,1,-1
14019,workclass,1,-1
14020,workclass,1,-1
14025,workclass,1,-1
14035,workclass,-1,-1
14041,workclass,1,-1
14049,workclass,-1,-1
14050,workclass,1,1
14051,workclass,1,-1
14056,workclass,-1,-1
14060,workclass,1,-1
14065,workclass,-1,-1
14071,workclass,-1,-1
14097,workclass,1,-1
14100,workclass,-1,-1
14101,workclass,-1,1
14102,workclass,-1,-1
14116,workclass,1,-1
14185,workclass,-1,-1
14210,workclass,1,-1
14323,workclass,-1,-1
14338,workclass,-1,-1
14379,workclass,1,1
14380,workclass,-1,1
14446,workclass,-1,-1
14461,workclass,1,-1
14463,workclass,-1,-1
14464,workclass,1,1
14465,workclass,-1,-1
14547,workclass,-1,-1
14548,workclass,-1,1
14549,workclass,-1,-1
14572,workclass,1,-1
14586,workclass,1,-1
14615,workclass,1,-1
14617,workclass,-1,-1
14657,workclass,1,-1
14679,workclass,1,-1
14681,workclass,-1,1
14704,workclass,1,-1
14710,workclass,1,-1
14725,workclass,-1,-1
14731,workclass,-1,-1
14748,workclass,1,-1
14775,workclass,1,-1
14786,workclass,1,-1
14810,workclass,1,-1
14817,workclass,-1,-1
14836,workclass,1,-1
14845,workclass,-1,-1
14855,workclass,1,-1
14860,workclass,-1,-1
14864,workclass,1,-1
14869,workclass,-1,-1
14872,workclass,-1,-1
14878,workclass,1,-1
14882,workclass,-1,-1
14893,workclass,-1,-1
14917,workclass,-1,-1
14926,workclass,-1,-1
14929,workclass,1,-1
15008,workclass,1,-1
15030,workclass,1,-1
15035,workclass,1,-1
15047,workclass,1,-1
15055,workclass,-1,-1
15059,workclass,1,-1
15061,workclass,-1,-1
15137,workclass,1,-1
15163,workclass,1,-1
15190,workclass,1,-1
15193,workclass,-1,-1
15207,workclass,-1,-1
15210,workclass,1,-1
15211,workclass,1,-1
15212,workclass,1,-1
15232,workclass,-1,-1
15238,workclass,1,-1
15250,workclass,1,-1
15264,workclass,1,-1
15286,workclass,-1,-1
15319,workclass,-1,-1
15349,workclass,1,-1
15368,workclass,-1,-1
15388,workclass,1,-1
15394,workclass,-1,-1
15445,workclass,-1,-1
15479,workclass,-1,-1
15484,workclass,-1,-1
15499,workclass,-1,-1
15505,workclass,1,-1
15510,workclass,1,-1
15517,workclass,1,-1
15531,workclass,1,-1
15543,workclass,-1,-1
15558,workclass,-1,-1
15566,workclass,1,-1
15576,workclass,1,-1
15578,workclass,-1,-1
15583,workclass,1,-1
15617,workclass,1,-1
15629,workclass,1,-1
15652,workclass,1,-1
15663,workclass,-1,-1
15666,workclass,1,-1
15686,workclass,1,-1
15701,workclass,1,-1
15710,workclass,1,-1
15718,workclass,1,-1
15742,workclass,1,-1
15751,workclass,1,-1
15791,workclass,-1,-1
15799,workclass,1,-1
15825,workclass,-1,-1
15827,workclass,-1,-1
15847,workclass,1,-1
15862,workclass,-1,-1
15872,workclass,1,-1
15877,workclass,1,-1
15886,workclass,-1,1
15887,workclass,-1,-1
15889,workclass,1,-1
15892,workclass,1,-1
15903,workclass,1,-1
15907,workclass,-1,-1
15922,workclass,-1,-1
15927,workclass,1,-1
15940,workclass,-1,-1
15952,workclass,-1,-1
15963,workclass,1,-1
15974,workclass,1,-1
16014,workclass,1,-1
16017,workclass,-1,1
16039,workclass,1,-1
16098,workclass,1,-1
16100,workclass,-1,-1
16110,workclass,-1,-1
16112,workclass,-1,-1
16139,workclass,1,-1
16151,workclass,1,-1
16177,workclass,1,-1
16195,workclass,1,-1
16215,workclass,1,-1
16217,workclass,1,-1
16233,workclass,1,-1
16253,workclass,1,-1
16260,workclass,1,-1
16270,workclass,1,-1
16282,workclass,1,-1
16283,workclass,1,-1
16291,workclass,-1,-1
16297,workclass,-1,-1
16307,workclass,1,-1
16348,workclass,1,-1
16367,workclass,1,-1
16387,workclass,1,-1
16423,workclass,-1,-1
16428,workclass,1,-1
16435,workclass,1,-1
16466,workclass,1,-1
16474,workclass,-1,-1
16479,workclass,1,-1
16493,workclass,1,-1
16495,workclass,1,-1
16544,workclass,-1,-1
16560,workclass,1,1
16561,workclass,-1,-1
16562,workclass,1,1
16578,workclass,-1,-1
16579,workclass,1,-1
16592,workclass,1,-1
16594,workclass,1,-1
16611,workclass,1,-1
16615,workclass,1,-1
16635,workclass,1,-1
16641,workclass,1,-1
16648,workclass,-1,-1
16659,workclass,1,-1
16698,workclass,1,-1
16702,workclass,1,-1
16719,workclass,1,-1
16739,workclass,1,-1
16762,workclass,-1,-1
16765,workclass,-1,-1
16808,workclass,1,-1
16815,workclass,1,-1
16831,workclass,-1,-1
16839,workclass,-1,-1
16840,workclass,-1,1
16841,workclass,1,-1
16850,workclass,1,-1
16871,workclass,1,-1
16872,workclass,1,-1
16881,workclass,1,-1
16892,workclass,1,-1
16928,workclass,1,-1
16929,workclass,1,-1
16932,workclass,1,-1
16961,workclass,1,-1
16978,workclass,1,-1
16979,workclass,-1,1
16993,workclass,1,-1
17057,workclass,1,-1
17059,workclass,1,-1
17115,workclass,-1,-1
17121,workclass,1,-1
17126,workclass,1,-1
17140,workclass,-1,-1
17149,workclass,1,-1
17194,workclass,1,-1
17201,workclass,1,-1
17208,workclass,1,-1
17210,workclass,1,-1
17215,workclass,-1,-1
17218,workclass,-1,-1
17222,workclass,1,-1
17291,workclass,1,-1
17305,workclass,-1,-1
17352,workclass,1,-1
17354,workclass,-1,1
17362,workclass,-1,-1
17379,workclass,-1,-1
17416,workclass,-1,-1
17417,workclass,1,-1
17443,workclass,-1,-1
17478,workclass,1,-1
17487,workclass,1,-1
17501,workclass,1,-1
17536,workclass,-1,-1
17553,workclass,-1,-1
17554,workclass,-1,-1
17555,workclass,1,-1
17572,workclass,-1,-1
17575,workclass,-1,-1
17582,workclass,1,-1
17593,workclass,-1,-1
17626,workclass,-1,-1
17653,workclass,-1,-1
17674,workclass,1,-1
17697,workclass,1,-1
17704,workclass,1,-1
17723,workclass,-1,-1
17741,workclass,1,-1
17742,workclass,1,-1
17744,workclass,1,-1
17749,workclass,-1,-1
17782,workclass,1,-1
17792,workclass,1,-1
17815,workclass,-1,-1
17823,workclass,1,-1
17835,workclass,-1,-1
17848,workclass,1,-1
17851,workclass,-1,-1
17857,workclass,-1,-1
17889,workclass,-1,-1
17905,workclass,-1,-1
17916,workclass,-1,-1
17917,workclass,-1,1
17918,workclass,1,1
17956,workclass,1,-1
18001,workclass,-1,-1
18029,workclass,1,-1
18031,workclass,1,-1
18043,workclass,1,-1
18063,workclass,1,-1
18064,workclass,1,-1
18065,workclass,-1,1
18071,workclass,1,-1
18086,workclass,1,-1
18087,workclass,-1,-1
18100,workclass,1,-1
18112,workclass,-1,1
18118,workclass,-1,-1
18138,workclass,1,-1
18169,workclass,1,-1
18192,workclass,1,-1
18229,workclass,1,-1
18235,workclass,1,-1
18256,workclass,-1,-1
18269,workclass,1,-1
18291,workclass,1,-1
18292,workclass,-1,-1
18293,workclass,1,-1
18337,workclass,-1,-1
18342,workclass,1,-1
18343,workclass,-1,-1
18363,workclass,1,-1
18378,workclass,1,-1
18397,workclass,-1,-1
18407,workclass,1,-1
18412,workclass,-1,-1
18423,workclass,1,-1
18458,workclass,1,-1
18466,workclass,1,-1
18509,workclass,-1,-1
18511,workclass,-1,-1
18517,workclass,-1,-1
18523,workclass,1,-1
18524,workclass,1,-1
18539,workclass,1,-1
18550,workclass,-1,-1
18562,workclass,1,-1
18615,workclass,-1,-1
18634,workclass,1,-1
18661,workclass,-1,-1
18671,workclass,1,-1
18682,workclass,-1,-1
18687,workclass,1,1
18688,workclass,-1,-1
18699,workclass,-1,-1
18731,workclass,-1,-1
18763,workclass,1,-1
18812,workclass,-1,-1
18817,workclass,-1,-1
18859,workclass,-1,-1
18868,workclass,-1,-1
18873,workclass,1,-1
18875,workclass,1,-1
18907,workclass,1,-1
18917,workclass,1,-1
18925,workclass,-1,-1
18929,workclass,-1,-1
18955,workclass,1,-1
18989,workclass,1,-1
18993,workclass,1,-1
18995,workclass,-1,-1
19012,workclass,1,-1
19030,workclass,1,-1
19039,workclass,-1,-1
19074,workclass,-1,-1
19111,workclass,-1,-1
19116,workclass,1,-1
19120,workclass,-1,-1
19143,workclass,1,-1
19151,workclass,1,-1
19152,workclass,1,-1
19154,workclass,1,-1
19188,workclass,-1,-1
19201,workclass,1,-1
19243,workclass,-1,-1
19246,workclass,-1,-1
19261,workclass,1,-1
19262,workclass,-1,1
19276,workclass,1,-1
19286,workclass,1,-1
19303,workclass,-1,-1
19314,workclass,1,-1
19316,workclass,-1,-1
19372,workclass,1,-1
19395,workclass,1,-1
19403,workclass,1,-1
19408,workclass,1,-1
19425,workclass,1,-1
19466,workclass,1,-1
19469,workclass,1,-1
19475,workclass,1,-1
19476,workclass,-1,1
19487,workclass,-1,1
19507,workclass,1,-1
19511,workclass,1,-1
559,fnlwgt,-1,-1
1090,fnlwgt,-1,-1
1241,fnlwgt,-1,1
1793,fnlwgt,-1,1
2000,fnlwgt,-1,-1
3053,fnlwgt,-1,-1
3188,fnlwgt,-1,-1
3392,fnlwgt,-1,-1
4718,fnlwgt,-1,-1
4727,fnlwgt,-1,-1
4837,fnlwgt,-1,-1
5072,fnlwgt,-1,-1
5906,fnlwgt,-1,-1
5984,fnlwgt,-1,-1
6329,fnlwgt,-1,-1
6479,fnlwgt,-1,1
6922,fnlwgt,-1,-1
8975,fnlwgt,-1,-1
10427,fnlwgt,-1,-1
11675,fnlwgt,-1,-1
11945,fnlwgt,-1,-1
12224,fnlwgt,-1,-1
12299,fnlwgt,-1,-1
13682,fnlwgt,-1,-1
14648,fnlwgt,-1,-1
14776,fnlwgt,-1,-1
15446,fnlwgt,-1,-1
16720,fnlwgt,-1,-1
17122,fnlwgt,-1,-1
17698,fnlwgt,-1,-1
17789,fnlwgt,-1,-1
18379,fnlwgt,-1,1
18424,fnlwgt,-1,-1
0,education,-1,-1
5,education,1,1
6,education,-1,-1
9,education,-1,-1
15,education,-1,1
21,education,-1,1
24,education,-1,1
28,education,1,1
30,education,-1,-1
33,education,-1,1
37,education,1,1
39,education,-1,1
42,education,1,1
45,education,-1,-1
48,education,1,1
51,education,1,1
52,education,-1,-1
57,education,-1,-1
60,education,-1,1
62,education,1,1
64,education,-1,1
66,education,-1,1
69,education,1,1
70,education,-1,-1
72,education,-1,-1
75,education,-1,-1
78,education,-1,1
81,education,-1,-1
87,education,-1,1
90,education,1,1
91,education,-1,-1
93,education,-1,-1
96,education,-1,1
102,education,-1,-1
108,education,-1,1
111,education,-1,1
114,education,1,1
117,education,1,1
120,education,-1,-1
122,education,1,1
123,education,-1,1
130,education,-1,-1
133,education,1,1
139,education,1,1
141,education,-1,1
142,education,1,1
147,education,-1,1
150,education,-1,1
156,education,1,1
159,education,-1,1
160,education,1,1
165,education,-1,1
166,education,1,1
171,education,1,1
173,education,-1,1
175,education,-1,-1
177,education,1,1
178,education,-1,-1
180,education,1,1
182,education,1,1
183,education,-1,1
186,education,-1,-1
199,education,1,1
200,education,1,1
203,education,1,1
205,education,1,1
207,education,-1,-1
210,education,1,1
212,education,1,1
213,education,-1,1
219,education,-1,1
221,education,1,1
228,education,1,1
229,education,-1,1
231,education,-1,-1
234,education,-1,1
237,education,-1,1
241,education,1,1
243,education,-1,1
246,education,1,1
255,education,-1,1
259,education,1,1
261,education,1,1
264,education,-1,1
270,education,-1,1
271,education,1,1
273,education,-1,1
276,education,1,1
277,education,1,1
278,education,-1,1
281,education,1,1
282,education,-1,-1
284,education,1,1
285,education,-1,1
298,education,1,1
300,education,1,1
301,education,-1,-1
304,education,-1,1
306,education,-1,1
308,education,1,1
313,education,-1,1
315,education,-1,1
317,education,1,1
318,education,-1,-1
322,education,1,1
324,education,-1,-1
328,education,-1,1
329,education,1,1
333,education,1,1
335,education,-1,1
336,education,-1,-1
339,education,1,1
341,education,-1,1
342,education,-1,1
343,education,1,1
346,education,1,1
348,education,-1,-1
351,education,-1,-1
354,education,-1,1
357,education,1,1
360,education,-1,-1
363,education,-1,1
365,education,1,1
366,education,-1,1
369,education,-1,1
370,education,1,1
372,education,1,1
375,education,-1,1
381,education,1,1
383,education,-1,-1
384,education,-1,-1
395,education,1,1
396,education,-1,1
399,education,-1,-1
402,education,-1,1
405,education,-1,1
406,education,1,1
409,education,-1,1
410,education,1,1
411,education,-1,-1
426,education,1,1
435,education,-1,1
438,education,-1,1
441,education,1,1
444,education,-1,1
446,education,1,1
448,education,-1,1
456,education,1,1
459,education,-1,-1
471,education,-1,1
473,education,1,1
475,education,1,1
477,education,-1,1
479,education,1,1
481,education,-1,-1
483,education,-1,-1
489,education,1,1
490,education,-1,-1
495,education,-1,-1
501,education,1,1
502,education,-1,-1
505,education,1,1
510,education,-1,1
513,education,-1,-1
518,education,1,1
519,education,-1,1
524,education,1,1
525,education,1,1
528,education,-1,1
534,education,-1,-1
537,education,-1,1
538,education,1,1
544,education,-1,1
547,education,-1,1
549,education,-1,-1
552,education,-1,1
555,education,1,1
564,education,-1,-1
567,education,-1,-1
570,education,-1,-1
575,education,1,1
576,education,1,1
579,education,1,1
583,education,-1,1
585,education,-1,1
588,education,1,1
591,education,-1,1
595,education,1,1
596,education,-1,1
597,education,1,1
598,education,-1,-1
600,education,-1,1
601,education,1,1
603,education,-1,-1
606,education,-1,1
608,education,1,1
615,education,1,1
618,education,-1,1
627,education,-1,1
630,education,-1,-1
636,education,-1,-1
640,education,-1,1
645,education,1,1
648,education,-1,-1
651,education,-1,1
653,education,1,1
654,education,-1,-1
658,education,1,1
660,education,-1,1
666,education,-1,-1
669,education,1,1
670,education,-1,-1
675,education,-1,1
684,education,1,1
686,education,-1,1
696,education,-1,-1
703,education,1,1
705,education,-1,1
708,education,-1,1
711,education,-1,1
714,education,-1,1
715,education,1,1
717,education,-1,1
720,education,-1,-1
723,education,1,1
732,education,-1,1
735,education,1,1
744,education,-1,1
749,education,1,1
751,education,-1,-1
753,education,1,1
754,education,-1,-1
759,education,-1,1
762,education,-1,1
764,education,1,1
765,education,1,1
772,education,-1,1
774,education,-1,1
777,education,-1,1
783,education,1,1
785,education,1,1
786,education,1,1
789,education,-1,1
790,education,1,1
792,education,-1,1
794,education,1,1
798,education,-1,-1
801,education,-1,-1
804,education,-1,1
807,education,-1,1
813,education,-1,-1
819,education,-1,-1
821,education,1,1
822,education,1,1
823,education,-1,1
830,education,-1,1
831,education,-1,1
836,education,1,1
837,education,1,1
846,education,1,1
848,education,-1,1
849,education,-1,-1
852,education,-1,1
858,education,-1,-1
861,education,1,1
862,education,-1,-1
864,education,-1,1
866,education,1,1
867,education,-1,-1
872,education,1,1
873,education,1,1
875,education,1,1
888,education,-1,1
891,education,1,1
894,education,1,1
897,education,-1,-1
905,education,-1,1
906,education,-1,1
909,education,-1,1
912,education,-1,1
915,education,-1,1
918,education,1,1
919,education,-1,-1
924,education,1,1
926,education,-1,1
929,education,1,1
930,education,1,1
938,education,1,1
939,education,-1,1
943,education,-1,1
945,education,-1,1
947,education,1,1
952,education,1,1
954,education,-1,1
955,education,1,1
957,education,1,1
960,education,-1,1
961,education,1,1
963,education,-1,-1
966,education,-1,1
969,education,1,1
972,education,1,1
984,education,-1,1
987,education,-1,1
991,education,1,1
995,education,1,1
1000,education,-1,1
1003,education,1,1
1005,education,1,1
1006,education,-1,-1
1008,education,-1,-1
1011,education,-1,1
1013,education,1,1
1014,education,-1,1
1015,education,1,1
1020,education,-1,1
1022,education,1,1
1025,education,1,1
1030,education,-1,1
1032,education,1,1
1035,education,-1,1
1038,education,-1,-1
1044,education,-1,1
1046,education,1,1
1053,education,1,1
1054,education,-1,-1
1059,education,-1,1
1061,education,1,1
1062,education,1,1
1065,education,-1,1
1068,education,-1,1
1071,education,1,1
1074,education,-1,1
1076,education,1,1
1080,education,-1,1
1093,education,-1,1
1095,education,-1,1
1100,education,1,1
1107,education,-1,1
1109,education,1,1
1111,education,1,1
1112,education,-1,1
